PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2037,00,0,1327,433,29.4,5.1,12.4,0.41,1.7,4.8,0.348,2.8,3.2,0.862,0.4,1.9,2.2,3.4,0.9,0.2,1.9,1.5,14.6
201939,00,0,856,850,34.3,8.4,17.7,0.474,3.8,8.9,0.427,3.9,4.3,0.908,0.7,4.0,4.7,6.5,1.6,0.2,3.1,2.4,24.5
2223,00,0,886,694,24.4,3.2,6.1,0.521,0.0,0.0,0.083,1.3,1.9,0.706,2.6,5.3,7.8,0.5,0.5,1.7,1.4,2.9,7.7
202334,00,0,722,106,19.1,2.5,4.3,0.567,0.0,0.0,0.0,1.0,1.8,0.583,2.2,4.2,6.4,0.7,0.5,0.8,0.7,2.4,5.9
203473,00,0,506,209,17.4,2.5,4.8,0.527,0.4,1.1,0.336,1.0,1.3,0.735,1.5,4.3,5.8,0.7,0.5,0.8,1.0,2.5,6.4
2736,00,0,902,828,34.3,5.7,12.5,0.456,0.7,2.2,0.332,2.7,3.5,0.769,1.6,4.4,6.1,2.3,1.0,0.5,1.6,1.7,14.8
2564,00,0,1064,564,27.0,3.6,7.2,0.493,0.4,1.3,0.336,1.0,1.4,0.717,1.2,3.2,4.4,3.5,0.6,0.5,1.8,2.1,8.6
2039,00,0,728,86,19.4,2.5,6.0,0.416,0.6,1.8,0.349,1.4,1.7,0.799,0.2,1.1,1.3,2.2,0.6,0.1,1.1,1.7,7.0
201609,00,0,929,530,27.3,4.9,10.7,0.46,1.2,3.4,0.362,2.4,3.1,0.765,0.7,2.3,3.0,4.7,0.9,0.2,2.2,2.3,13.5
201162,00,0,904,286,22.3,2.7,5.7,0.463,1.0,2.5,0.393,1.0,1.4,0.732,0.9,2.3,3.2,1.5,0.8,0.2,0.8,1.8,7.3
201142,00,0,978,975,36.7,9.3,18.7,0.498,1.9,4.9,0.384,6.7,7.6,0.886,0.7,6.4,7.1,4.3,1.1,1.1,3.2,1.9,27.3
201961,00,0,770,206,20.9,2.9,7.1,0.41,1.6,4.1,0.382,0.7,0.8,0.843,0.3,1.8,2.1,1.1,0.5,0.1,0.7,1.1,8.0
2408,00,0,375,55,16.0,2.1,4.5,0.46,0.0,0.0,0.0,1.1,1.8,0.625,1.2,2.0,3.2,0.7,0.3,0.6,1.0,2.0,5.3
2501,00,0,809,372,19.3,1.4,2.9,0.465,0.0,0.0,0.091,1.3,2.5,0.528,2.5,4.7,7.1,0.6,0.7,0.1,1.1,2.3,4.1
101109,00,0,971,659,29.7,4.2,10.3,0.412,1.0,2.9,0.329,1.8,2.2,0.79,0.6,2.4,3.0,5.2,1.2,0.2,2.1,1.9,11.2
965,00,0,1287,731,25.4,2.9,7.2,0.399,1.0,2.6,0.374,1.6,1.9,0.817,0.3,1.7,2.1,3.0,1.1,0.1,1.1,2.1,8.3
200751,00,0,752,433,25.6,3.6,9.0,0.401,1.5,4.0,0.366,1.6,1.9,0.852,0.3,1.9,2.2,2.8,0.7,0.3,1.5,2.1,10.3
101112,00,0,890,445,22.2,3.3,7.5,0.44,1.2,3.0,0.388,1.0,1.2,0.822,0.9,3.6,4.5,1.0,0.5,0.6,0.9,2.5,8.7
201568,00,0,728,563,29.9,4.7,11.1,0.428,2.0,5.1,0.382,4.1,4.7,0.877,0.7,4.1,4.8,1.9,0.7,0.4,1.2,1.8,15.6
101128,00,0,549,137,21.6,2.8,6.7,0.427,1.1,3.0,0.357,1.1,1.4,0.799,0.5,2.0,2.6,1.4,0.8,0.7,1.0,2.2,7.9
708,00,0,1462,1425,34.5,7.2,14.5,0.497,0.1,0.4,0.275,3.3,4.2,0.789,2.2,7.8,10.0,3.7,1.3,1.4,2.2,2.4,17.8
201188,00,0,891,866,32.2,5.2,10.8,0.481,0.5,1.3,0.36,3.2,4.1,0.776,1.6,5.8,7.4,3.4,0.9,1.4,2.0,2.9,14.0
2200,00,0,1226,1150,33.4,6.5,12.8,0.507,0.1,0.4,0.368,3.9,5.1,0.753,2.5,6.7,9.2,3.2,0.5,1.6,2.2,2.1,17.0
200752,00,0,1096,779,31.2,6.0,13.4,0.452,1.1,3.1,0.347,2.8,3.5,0.798,1.3,4.4,5.7,2.1,1.1,0.7,2.0,2.3,16.0
201959,00,0,922,449,24.1,3.7,7.1,0.518,0.1,0.2,0.254,1.5,2.1,0.713,2.2,3.8,6.0,1.0,0.6,1.0,1.1,2.5,8.9
1938,00,0,1057,349,25.4,4.3,9.7,0.447,1.4,3.8,0.369,3.2,3.9,0.827,0.6,2.8,3.5,3.8,1.3,0.3,2.0,2.1,13.3
2400,00,0,790,500,25.5,4.3,9.4,0.462,0.1,0.4,0.257,2.2,2.8,0.76,2.4,4.7,7.1,1.1,0.7,0.6,1.5,2.5,11.0
201569,00,0,787,608,32.3,5.5,12.8,0.428,2.3,6.2,0.37,2.9,3.5,0.81,0.4,2.0,2.4,2.8,0.8,0.3,1.9,1.8,16.2
101162,00,0,806,587,25.7,4.2,7.7,0.551,0.0,0.0,0.15,1.4,2.1,0.68,2.2,5.8,7.9,1.1,0.5,1.1,1.2,2.2,9.9
201980,00,0,819,709,25.3,3.1,7.3,0.421,1.9,4.8,0.399,0.7,0.8,0.804,0.6,2.8,3.4,1.6,1.0,0.8,1.0,1.8,8.7
101123,00,0,658,118,19.8,3.5,8.4,0.417,1.5,4.1,0.361,1.3,1.5,0.818,0.5,2.0,2.5,0.9,0.5,0.3,1.1,1.9,9.7
201145,00,0,1075,650,28.8,4.5,10.1,0.449,1.0,3.0,0.338,2.4,3.0,0.804,0.9,3.4,4.3,1.5,0.7,0.5,1.4,2.2,12.5
2584,00,0,731,297,20.2,3.3,7.8,0.425,0.7,2.0,0.346,1.0,1.3,0.765,0.3,1.5,1.8,1.4,0.5,0.1,1.0,1.7,8.3
201933,00,0,741,684,32.5,7.3,14.7,0.493,0.7,2.2,0.327,4.2,6.1,0.696,2.0,6.2,8.1,4.1,0.8,0.5,2.3,2.7,19.5
1888,00,0,921,783,32.1,6.5,14.4,0.449,0.6,1.7,0.346,3.5,4.1,0.852,0.9,2.2,3.1,3.4,0.8,0.1,2.1,2.5,17.1
201935,00,0,970,756,34.7,7.3,16.6,0.442,2.8,7.6,0.362,7.4,8.6,0.86,0.8,4.9,5.6,6.9,1.5,0.5,3.7,2.6,24.8
1733,00,0,981,445,28.5,5.1,11.5,0.444,1.0,2.8,0.352,2.2,3.1,0.727,1.5,4.1,5.6,1.7,0.9,0.3,1.9,3.1,13.5
2734,00,0,985,448,24.3,3.5,8.2,0.432,0.8,2.6,0.325,2.8,3.6,0.796,0.3,1.9,2.2,3.9,1.0,0.2,1.7,2.2,10.8
2617,00,0,877,501,24.7,3.0,6.2,0.489,0.0,0.1,0.095,1.4,1.9,0.756,1.8,4.8,6.6,0.8,0.5,0.3,0.9,2.4,7.5
101236,00,0,644,244,18.3,1.6,3.3,0.498,0.0,0.0,0.0,0.5,0.8,0.62,1.7,3.3,5.0,1.2,0.7,0.4,0.7,2.3,3.7
2217,00,0,816,549,22.9,2.6,4.9,0.528,0.0,0.0,0.0,1.6,2.8,0.587,2.6,3.4,6.0,0.5,0.4,1.4,1.0,2.5,6.8
201588,00,0,901,483,27.0,3.7,8.2,0.456,1.2,3.1,0.379,1.9,2.4,0.805,0.6,2.4,3.0,3.1,0.9,0.3,1.2,1.9,10.5
255,00,0,1026,972,33.9,6.2,12.8,0.483,0.2,0.7,0.314,4.1,5.4,0.769,1.1,4.9,6.0,4.1,1.2,0.6,2.4,2.3,16.7
2550,00,0,879,665,30.7,4.0,9.7,0.411,1.3,3.6,0.375,1.6,2.0,0.8,0.4,2.6,2.9,4.8,1.1,0.3,1.8,2.8,10.9
201143,00,0,985,975,32.1,5.6,11.0,0.514,0.7,1.9,0.367,1.6,2.1,0.759,2.0,6.1,8.1,3.3,0.8,1.2,1.5,2.2,13.5
2730,00,0,1242,1078,31.8,5.7,9.7,0.587,0.0,0.1,0.214,4.3,7.6,0.567,3.3,8.4,11.8,1.3,0.9,1.8,2.7,3.1,15.7
2572,00,0,507,403,30.3,5.4,12.2,0.448,0.7,2.0,0.332,2.8,3.6,0.77,1.7,4.0,5.7,1.6,1.0,0.5,1.4,2.6,14.3
436,00,0,1208,900,30.3,5.4,11.5,0.469,0.0,0.0,0.12,2.5,3.3,0.764,1.9,4.2,6.1,2.2,0.7,0.3,2.0,2.9,13.4
1626273,00,0,76,1,14.5,1.6,3.9,0.409,0.3,1.1,0.25,0.5,0.6,0.783,0.3,1.2,1.5,3.1,0.5,0.1,1.3,1.2,3.9
201586,00,0,919,697,27.3,5.0,9.7,0.513,0.7,1.9,0.359,1.4,1.8,0.757,2.1,5.0,7.1,0.8,0.4,1.9,1.3,2.7,12.0
